"statefip","stateabbrev","area","MSAname","countyfip","county_town_name"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","021","Cheatham County"
"47","TN","27180","Jackson, TN","023","Chester County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","025","Claiborne County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","027","Clay County"
"47","TN","4700004","East Tennessee nonmetropolitan area","029","Cocke County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","031","Coffee County"
"47","TN","27180","Jackson, TN","033","Crockett County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","035","Cumberland County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","037","Davidson County"
"47","TN","4700001","West Tennessee nonmetropolitan area","039","Decatur County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","041","DeKalb County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","043","Dickson County"
"47","TN","4700001","West Tennessee nonmetropolitan area","045","Dyer County"
"47","TN","32820","Memphis, TN-MS-AR","047","Fayette County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","049","Fentress County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","051","Franklin County"
"47","TN","27180","Jackson, TN","053","Gibson County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","055","Giles County"
"47","TN","28940","Knoxville, TN","057","Grainger County"
"47","TN","4700004","East Tennessee nonmetropolitan area","059","Greene County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","061","Grundy County"
"47","TN","34100","Morristown, TN","063","Hamblen County"
"47","TN","16860","Chattanooga, TN-GA","065","Hamilton County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","067","Hancock County"
"47","TN","4700001","West Tennessee nonmetropolitan area","069","Hardeman County"
"47","TN","4700001","West Tennessee nonmetropolitan area","071","Hardin County"
"47","TN","28700","Kingsport-Bristol, TN-VA","073","Hawkins County"
"47","TN","4700001","West Tennessee nonmetropolitan area","075","Haywood County"
"47","TN","4700001","West Tennessee nonmetropolitan area","077","Henderson County"
"47","TN","4700001","West Tennessee nonmetropolitan area","079","Henry County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","081","Hickman County"
"47","TN","4700001","West Tennessee nonmetropolitan area","083","Houston County"
"47","TN","4700001","West Tennessee nonmetropolitan area","085","Humphreys County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","087","Jackson County"
"47","TN","34100","Morristown, TN","089","Jefferson County"
"47","TN","4700004","East Tennessee nonmetropolitan area","091","Johnson County"
"47","TN","28940","Knoxville, TN","093","Knox County"
"47","TN","4700001","West Tennessee nonmetropolitan area","095","Lake County"
"47","TN","4700001","West Tennessee nonmetropolitan area","097","Lauderdale County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","099","Lawrence County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","101","Lewis County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","103","Lincoln County"
"47","TN","28940","Knoxville, TN","105","Loudon County"
"47","TN","4700004","East Tennessee nonmetropolitan area","107","McMinn County"
"47","TN","4700001","West Tennessee nonmetropolitan area","109","McNairy County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","111","Macon County"
"47","TN","27180","Jackson, TN","113","Madison County"
"47","TN","16860","Chattanooga, TN-GA","115","Marion County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","117","Marshall County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","119","Maury County"
"47","TN","4700004","East Tennessee nonmetropolitan area","121","Meigs County"
"47","TN","4700004","East Tennessee nonmetropolitan area","123","Monroe County"
"47","TN","17300","Clarksville, TN-KY","125","Montgomery County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","127","Moore County"
"47","TN","28940","Knoxville, TN","129","Morgan County"
"47","TN","4700001","West Tennessee nonmetropolitan area","131","Obion County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","133","Overton County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","135","Perry County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","137","Pickett County"
"47","TN","17420","Cleveland, TN","139","Polk County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","141","Putnam County"
"47","TN","4700004","East Tennessee nonmetropolitan area","143","Rhea County"
"47","TN","28940","Knoxville, TN","145","Roane County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","147","Robertson County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","149","Rutherford County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","151","Scott County"
"47","TN","16860","Chattanooga, TN-GA","153","Sequatchie County"
"47","TN","4700004","East Tennessee nonmetropolitan area","155","Sevier County"
"47","TN","32820","Memphis, TN-MS-AR","157","Shelby County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","159","Smith County"
"47","TN","17300","Clarksville, TN-KY","161","Stewart County"
"47","TN","28700","Kingsport-Bristol, TN-VA","163","Sullivan County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","165","Sumner County"
"47","TN","32820","Memphis, TN-MS-AR","167","Tipton County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","169","Trousdale County"
"47","TN","27740","Johnson City, TN","171","Unicoi County"
"47","TN","28940","Knoxville, TN","173","Union County"
"47","TN","4700004","East Tennessee nonmetropolitan area","175","Van Buren County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","177","Warren County"
"47","TN","27740","Johnson City, TN","179","Washington County"
"47","TN","4700002","South Central Tennessee nonmetropolitan area","181","Wayne County"
"47","TN","4700001","West Tennessee nonmetropolitan area","183","Weakley County"
"47","TN","4700003","North Central Tennessee nonmetropolitan area","185","White County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","187","Williamson County"
"47","TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","189","Wilson County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","001","Anderson County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","003","Andrews County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","005","Angelina County"
"48","TX","18580","Corpus Christi, TX","007","Aransas County"
"48","TX","48660","Wichita Falls, TX","009","Archer County"
"48","TX","11100","Amarillo, TX","011","Armstrong County"
"48","TX","41700","San Antonio-New Braunfels, TX","013","Atascosa County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","015","Austin County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","017","Bailey County"
"48","TX","41700","San Antonio-New Braunfels, TX","019","Bandera County"
"48","TX","12420","Austin-Round Rock-San Marcos, TX","021","Bastrop County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","023","Baylor County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","025","Bee County"
"48","TX","28660","Killeen-Temple, TX","027","Bell County"
"48","TX","41700","San Antonio-New Braunfels, TX","029","Bexar County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","031","Blanco County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","033","Borden County"
"48","TX","47380","Waco, TX","035","Bosque County"
"48","TX","45500","Texarkana, TX-AR","037","Bowie County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","039","Brazoria County"
"48","TX","17780","College Station-Bryan, TX","041","Brazos County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","043","Brewster County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","045","Briscoe County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","047","Brooks County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","049","Brown County"
"48","TX","17780","College Station-Bryan, TX","051","Burleson County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","053","Burnet County"
"48","TX","12420","Austin-Round Rock-San Marcos, TX","055","Caldwell County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","057","Calhoun County"
"48","TX","10180","Abilene, TX","059","Callahan County"
"48","TX","15180","Brownsville-Harlingen, TX","061","Cameron County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","063","Camp County"
"48","TX","11100","Amarillo, TX","065","Carson County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","067","Cass County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","069","Castro County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","071","Chambers County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","073","Cherokee County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","075","Childress County"
"48","TX","48660","Wichita Falls, TX","077","Clay County"
"48","TX","31180","Lubbock, TX","079","Cochran County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","081","Coke County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","083","Coleman County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","085","Collin County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","087","Collingsworth County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","089","Colorado County"
"48","TX","41700","San Antonio-New Braunfels, TX","091","Comal County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","093","Comanche County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","095","Concho County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","097","Cooke County"
"48","TX","28660","Killeen-Temple, TX","099","Coryell County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","101","Cottle County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","103","Crane County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","105","Crockett County"
"48","TX","31180","Lubbock, TX","107","Crosby County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","109","Culberson County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","111","Dallam County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","113","Dallas County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","115","Dawson County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","117","Deaf Smith County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","119","Delta County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","121","Denton County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","123","DeWitt County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","125","Dickens County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","127","Dimmit County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","129","Donley County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","131","Duval County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","133","Eastland County"
"48","TX","36220","Odessa, TX","135","Ector County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","137","Edwards County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","139","Ellis County"
"48","TX","21340","El Paso, TX","141","El Paso County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","143","Erath County"
"48","TX","47380","Waco, TX","145","Falls County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","147","Fannin County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","149","Fayette County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","151","Fisher County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","153","Floyd County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","155","Foard County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","157","Fort Bend County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","159","Franklin County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","161","Freestone County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","163","Frio County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","165","Gaines County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","167","Galveston County"
"48","TX","31180","Lubbock, TX","169","Garza County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","171","Gillespie County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","173","Glasscock County"
"48","TX","47020","Victoria, TX","175","Goliad County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","177","Gonzales County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","179","Gray County"
"48","TX","43300","Sherman-Denison, TX","181","Grayson County"
"48","TX","30980","Longview, TX","183","Gregg County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","185","Grimes County"
"48","TX","41700","San Antonio-New Braunfels, TX","187","Guadalupe County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","189","Hale County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","191","Hall County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","193","Hamilton County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","195","Hansford County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","197","Hardeman County"
"48","TX","13140","Beaumont-Port Arthur, TX","199","Hardin County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","201","Harris County"
"48","TX","30980","Longview, TX","203","Harrison County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","205","Hartley County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","207","Haskell County"
"48","TX","12420","Austin-Round Rock-San Marcos, TX","209","Hays County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","211","Hemphill County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","213","Henderson County"
"48","TX","32580","McAllen-Edinburg-Mission, TX","215","Hidalgo County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","217","Hill County"
"48","TX","31180","Lubbock, TX","219","Hockley County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","221","Hood County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","223","Hopkins County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","225","Houston County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","227","Howard County"
"48","TX","21340","El Paso, TX","229","Hudspeth County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","231","Hunt County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","233","Hutchinson County"
"48","TX","41660","San Angelo, TX","235","Irion County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","237","Jack County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","239","Jackson County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","241","Jasper County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","243","Jeff Davis County"
"48","TX","13140","Beaumont-Port Arthur, TX","245","Jefferson County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","247","Jim Hogg County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","249","Jim Wells County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","251","Johnson County"
"48","TX","10180","Abilene, TX","253","Jones County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","255","Karnes County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","257","Kaufman County"
"48","TX","41700","San Antonio-New Braunfels, TX","259","Kendall County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","261","Kenedy County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","263","Kent County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","265","Kerr County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","267","Kimble County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","269","King County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","271","Kinney County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","273","Kleberg County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","275","Knox County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","277","Lamar County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","279","Lamb County"
"48","TX","28660","Killeen-Temple, TX","281","Lampasas County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","283","La Salle County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","285","Lavaca County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","287","Lee County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","289","Leon County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","291","Liberty County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","293","Limestone County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","295","Lipscomb County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","297","Live Oak County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","299","Llano County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","301","Loving County"
"48","TX","31180","Lubbock, TX","303","Lubbock County"
"48","TX","31180","Lubbock, TX","305","Lynn County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","307","McCulloch County"
"48","TX","47380","Waco, TX","309","McLennan County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","311","McMullen County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","313","Madison County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","315","Marion County"
"48","TX","33260","Midland, TX","317","Martin County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","319","Mason County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","321","Matagorda County"
"48","TX","20580","Eagle Pass, TX","323","Maverick County"
"48","TX","41700","San Antonio-New Braunfels, TX","325","Medina County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","327","Menard County"
"48","TX","33260","Midland, TX","329","Midland County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","331","Milam County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","333","Mills County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","335","Mitchell County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","337","Montague County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","339","Montgomery County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","341","Moore County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","343","Morris County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","345","Motley County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","347","Nacogdoches County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","349","Navarro County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","351","Newton County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","353","Nolan County"
"48","TX","18580","Corpus Christi, TX","355","Nueces County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","357","Ochiltree County"
"48","TX","11100","Amarillo, TX","359","Oldham County"
"48","TX","13140","Beaumont-Port Arthur, TX","361","Orange County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","363","Palo Pinto County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","365","Panola County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","367","Parker County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","369","Parmer County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","371","Pecos County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","373","Polk County"
"48","TX","11100","Amarillo, TX","375","Potter County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","377","Presidio County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","379","Rains County"
"48","TX","11100","Amarillo, TX","381","Randall County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","383","Reagan County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","385","Real County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","387","Red River County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","389","Reeves County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","391","Refugio County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","393","Roberts County"
"48","TX","17780","College Station-Bryan, TX","395","Robertson County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","397","Rockwall County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","399","Runnels County"
"48","TX","30980","Longview, TX","401","Rusk County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","403","Sabine County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","405","San Augustine County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","407","San Jacinto County"
"48","TX","18580","Corpus Christi, TX","409","San Patricio County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","411","San Saba County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","413","Schleicher County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","415","Scurry County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","417","Shackelford County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","419","Shelby County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","421","Sherman County"
"48","TX","46340","Tyler, TX","423","Smith County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","425","Somervell County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","427","Starr County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","429","Stephens County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","431","Sterling County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","433","Stonewall County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","435","Sutton County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","437","Swisher County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","439","Tarrant County"
"48","TX","10180","Abilene, TX","441","Taylor County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","443","Terrell County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","445","Terry County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","447","Throckmorton County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","449","Titus County"
"48","TX","41660","San Angelo, TX","451","Tom Green County"
"48","TX","12420","Austin-Round Rock-San Marcos, TX","453","Travis County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","455","Trinity County"
"48","TX","4800003","Eastern Region of Texas nonmetropolitan area","457","Tyler County"
"48","TX","30980","Longview, TX","459","Upshur County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","461","Upton County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","463","Uvalde County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","465","Val Verde County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","467","Van Zandt County"
"48","TX","47020","Victoria, TX","469","Victoria County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","471","Walker County"
"48","TX","26420","Houston-Pasadena-The Woodlands, TX","473","Waller County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","475","Ward County"
"48","TX","4800004","Hill Country Region of Texas nonmetropolitan area","477","Washington County"
"48","TX","29700","Laredo, TX","479","Webb County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","481","Wharton County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","483","Wheeler County"
"48","TX","48660","Wichita Falls, TX","485","Wichita County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","487","Wilbarger County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","489","Willacy County"
"48","TX","12420","Austin-Round Rock-San Marcos, TX","491","Williamson County"
"48","TX","41700","San Antonio-New Braunfels, TX","493","Wilson County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","495","Winkler County"
"48","TX","19100","Dallas-Fort Worth-Arlington, TX","497","Wise County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","499","Wood County"
"48","TX","4800001","Northwestern Region of Texas nonmetropolitan area","501","Yoakum County"
"48","TX","4800002","North Region of Texas nonmetropolitan area","503","Young County"
"48","TX","4800006","Coastal Plains Region of Texas nonmetropolitan area","505","Zapata County"
"48","TX","4800005","Border Region of Texas nonmetropolitan area","507","Zavala County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","001","Beaver County"
"49","UT","4900010","Wasatch Front Fringe Utah nonmetropolitan area","003","Box Elder County"
"49","UT","30860","Logan, UT-ID","005","Cache County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","007","Carbon County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","009","Daggett County"
"49","UT","36260","Ogden, UT","011","Davis County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","013","Duchesne County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","015","Emery County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","017","Garfield County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","019","Grand County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","021","Iron County"
"49","UT","39340","Provo-Orem-Lehi, UT","023","Juab County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","025","Kane County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","027","Millard County"
"49","UT","36260","Ogden, UT","029","Morgan County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","031","Piute County"
"49","UT","4900010","Wasatch Front Fringe Utah nonmetropolitan area","033","Rich County"
"49","UT","41620","Salt Lake City-Murray, UT","035","Salt Lake County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","037","San Juan County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","039","Sanpete County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","041","Sevier County"
"49","UT","4900010","Wasatch Front Fringe Utah nonmetropolitan area","043","Summit County"
"49","UT","41620","Salt Lake City-Murray, UT","045","Tooele County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","047","Uintah County"
"49","UT","39340","Provo-Orem-Lehi, UT","049","Utah County"
"49","UT","4900010","Wasatch Front Fringe Utah nonmetropolitan area","051","Wasatch County"
"49","UT","41100","St. George, UT","053","Washington County"
"49","UT","4900011","High Desert Utah nonmetropolitan area","055","Wayne County"
"49","UT","36260","Ogden, UT","057","Weber County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","001","Addison County"
"50","VT","5000001","Southern Vermont nonmetropolitan area","003","Bennington County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","005","Caledonia County"
"50","VT","15540","Burlington-South Burlington, VT","007","Chittenden County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","009","Essex County"
"50","VT","15540","Burlington-South Burlington, VT","011","Franklin County"
"50","VT","15540","Burlington-South Burlington, VT","013","Grand Isle County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","015","Lamoille County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","017","Orange County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","019","Orleans County"
"50","VT","5000001","Southern Vermont nonmetropolitan area","021","Rutland County"
"50","VT","5000002","Northern Vermont nonmetropolitan area","023","Washington County"
"50","VT","5000001","Southern Vermont nonmetropolitan area","025","Windham County"
"50","VT","5000001","Southern Vermont nonmetropolitan area","027","Windsor County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","001","Accomack County"
"51","VA","16820","Charlottesville, VA","003","Albemarle County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","005","Alleghany County"
"51","VA","40060","Richmond, VA","007","Amelia County"
"51","VA","31340","Lynchburg, VA","009","Amherst County"
